I,P,Tgran,Theta,a_c,label,mu,mu_g,n_contacts,n_samples,seed,tau
0.00032918301508771936,9.228875498245614,0.003,0.00029221695263157896,0.05919836587514158,mu0.8_T0.003_s2,0.33163429245614034,0.8,8168.333333333333,57,2,-3.061893268421053
0.00033003551684210525,9.181443064912282,0.003,0.0003023600445614035,0.04701140848603339,mu0.8_T0.003_s3,0.3122365021052631,0.8,8115.888888888889,57,3,-2.868452705263158
0.0003285634605263158,9.264339115789472,0.008,0.0006185609642105263,0.0479291951785308,mu0.8_T0.008_s1,0.3152936403508772,0.8,8502.5,57,1,-2.9234103157894733
0.00032602450350877196,9.40843849473684,0.008,0.0006147342787719298,0.05297012950888296,mu0.8_T0.008_s2,0.33796470912280696,0.8,8573.055555555555,57,2,-3.1789966877192986
0.0003279444936842106,9.300031842105263,0.008,0.0006358967645614037,0.04635901919175112,mu0.8_T0.008_s3,0.3068781540350877,0.8,8437.0,57,3,-2.8563733543859646
0.00032611096473684207,9.40363633859649,0.02,0.001202718243859649,0.04674244548484614,mu0.8_T0.02_s1,0.2940297270175438,0.8,8938.444444444445,57,1,-2.766384449122807
0.00032968799245614033,9.200828015789474,0.02,0.0011808417245614037,0.04978611051828383,mu0.8_T0.02_s2,0.30121887596491226,0.8,9017.777777777777,57,2,-2.772952743859649
0.0003292966740350878,9.222277277192982,0.02,0.0011902472736842102,0.04360383369440979,mu0.8_T0.02_s3,0.2867086584210526,0.8,8976.611111111111,57,3,-2.644862971929825
0.00032379333087719295,9.539079280701754,0.0005,8.531103870175438e-05,,mu1.0_T0.0005_s1,0.37136295228070176,1.0,,57,1,-3.5449200666666663
0.00032440929736842107,9.502161942105264,0.0005,8.734551461403509e-05,,mu1.0_T0.0005_s2,0.3582954529824561,1.0,,57,2,-3.405343036842105
0.0003289330757894737,9.243625138596489,0.0005,8.089232931578948e-05,,mu1.0_T0.0005_s3,0.3425217461403508,1.0,,57,3,-3.168496089473684
0.00032850799877192987,9.266409114035088,0.001,0.00014775447491228067,,mu1.0_T0.001_s1,0.34406779,1.0,,57,1,-3.1884219280701753
0.0003276556378947368,9.315656033333331,0.001,0.00014319343403508772,,mu1.0_T0.001_s2,0.3338479759649123,1.0,,57,2,-3.11283441754386
0.00033011637140350884,9.177070899999997,0.001,0.00013873592403508772,,mu1.0_T0.001_s3,0.3235823450877193,1.0,,57,3,-2.9707113842105266
0.00033066032842105265,9.146310110526315,0.003,0.00034530152859649124,,mu1.0_T0.003_s1,0.33186172456140345,1.0,,57,1,-3.036224187719298
0.0003330590885964912,9.016187050877193,0.003,0.0003321511461403509,,mu1.0_T0.003_s2,0.33066956824561405,1.0,,57,2,-2.9835491736842106
0.0003342044631578947,8.954505868421053,0.003,0.0003376706449122807,,mu1.0_T0.003_s3,0.3069747443859649,1.0,,57,3,-2.7518564736842106
0.00033183890245614035,9.081567654385964,0.008,0.0007005665550877193,,mu1.0_T0.008_s1,0.31963943210526313,1.0,,57,1,-2.903566871929825
0.00032846758982456146,9.269137510526315,0.008,0.0007271844296491227,,mu1.0_T0.008_s2,0.31531848807017543,1.0,,57,2,-2.924730466666667
