mu_g,Tgran,seed,Theta,mu,mu_t,A_c,A_n,chi,f_mean,cv_f,pr_f,ncon,E
1.0,0.0015,1,0.0001940766889221557,0.5790999912715444,0.09947210162149675,0.07191712379785486,0.0879588384416696,0.018852951370081337,13.031610999306528,0.87164122001978,0.5682969545125929,7839.0,100000.0
1.0,0.0015,2,0.00018708557886227544,0.5728279191701601,0.09991897535544156,0.07256560321438467,0.08507071134381414,0.021739355250182092,12.962284499796578,0.8693603088333214,0.5695751889532759,7898.1,100000.0
1.0,0.001,1,0.00014025971461077843,0.5705880644187997,0.10206549384478239,0.07347937723863364,0.08269481595567216,0.021295603160647675,13.154420473403055,0.8671519345586571,0.5708349283158667,7832.2,100000.0
1.0,0.001,2,0.0001426778469760479,0.5768600631452615,0.10171453463034756,0.07288609152878414,0.0854957527691762,0.022647464244096978,13.239931452184218,0.8794989361650712,0.5638921390563885,7802.0,100000.0
1.0,0.003,1,0.0003198690899101797,0.5953844280749905,0.09482317742664038,0.07589532799546087,0.09095842578775792,0.02267262012967407,12.638987191727017,0.8841526450296596,0.561314709163645,8010.2,100000.0
1.0,0.003,2,0.00032515373520958083,0.5647372052418163,0.08970734691556452,0.07452283913183823,0.08382044654530722,0.022996045240574702,12.811006143460892,0.8822194150117099,0.5623921944286459,7958.7,100000.0
1.0,0.005,1,0.0004717179768562874,0.5695186241768098,0.09629692141416694,0.07033267764080468,0.08740789017027922,0.02556102805632013,12.567295030200324,0.9037183264857802,0.5505122697513609,8102.7,100000.0
1.0,0.005,2,0.0004776469739820359,0.5666648596157564,0.08773639794121052,0.07085374906379066,0.08878907228960684,0.025662772411955782,12.572410132661293,0.8997827917596577,0.5526716985756431,8075.0,100000.0
1.0,0.008,1,0.0006620765089520958,0.5589966068422434,0.08833113350596292,0.06856967234012415,0.08831881921857465,0.02859232202776298,12.354192371782958,0.9047603540745113,0.5499074909021465,8278.1,100000.0
1.0,0.008,2,0.0006776818131137725,0.5602424312536476,0.08507510197159143,0.06927679340103836,0.08911231510878233,0.029842950751587816,12.191446822978858,0.925681058325895,0.5385942133693871,8277.1,100000.0
1.0,0.013,1,0.000911290034041916,0.5568578839417782,0.0826009765159135,0.06843336537128455,0.08965227083513343,0.03241132063490364,11.713240952328494,0.9181420965899129,0.5426431151496037,8569.4,100000.0
1.0,0.013,2,0.0009316749227844312,0.5532487020538545,0.08439509410126192,0.06764522084669453,0.08863931584571183,0.03403352618290385,11.860543598827629,0.9321894421016861,0.5351056656740514,8508.3,100000.0
